title,season,episode,date,file,duration,length,guid,is_newest,description,tags,dropbox
Introduction to Returns To Scope,0,0,2/4/2023 14:45,230314-112657-Ep-00-000.mp3,0:34,555456,6341F29C-6994-4232-C6F3-7BB23CB97983,TRUE,Welcome to Returns To Scope. This is an educational project where we cover economic and quantitative data.,introduction podcast welcome,https://www.dropbox.com/s/sdqf87o1o6rrpqr/230314-112657-Ep-00-000.mp3?dl=1
